sourceUrl,regions,notes
https://dol.ny.gov/news/plumbers-steamfitters-lu-22-jac-western-ny-4,"[""Finger Lakes"", ""Western New York""]",locationSummary: region 'western new york' -> Western New York | locationSummary: region 'finger lakes' -> Finger Lakes | residencyRequirement: county 'allegany county' -> Western New York | residencyRequirement: county 'genesee county' -> Finger Lakes | residencyRequirement: county 'orleans county' -> Finger Lakes | residencyRequirement: county_name 'cattaraugus' -> Western New York | residencyRequirement: county_name 'chautauqua' -> Western New York | residencyRequirement: county_name 'genesee' -> Finger Lakes | residencyRequirement: county_name 'wyoming' -> Finger Lakes | residencyRequirement: county_name 'niagara' -> Western New York | residencyRequirement: county_name 'yates' -> Finger Lakes | residencyRequirement: county_name 'erie' -> Western New York | allRequirements: county 'allegany county' -> Western New York | allRequirements: county 'genesee county' -> Finger Lakes | allRequirements: county 'orleans county' -> Finger Lakes | allRequirements: county_name 'cattaraugus' -> Western New York | allRequirements: county_name 'chautauqua' -> Western New York | allRequirements: county_name 'genesee' -> Finger Lakes | allRequirements: county_name 'wyoming' -> Finger Lakes | allRequirements: county_name 'niagara' -> Western New York | allRequirements: county_name 'yates' -> Finger Lakes | allRequirements: county_name 'erie' -> Western New York
https://dol.ny.gov/news/plumbing-and-heating-jatc-rochester-lu-13-0,"[""Finger Lakes"", ""Southern Tier"", ""Western New York""]",residencyRequirement: county 'yates county' -> Finger Lakes | residencyRequirement: county_name 'livingston' -> Finger Lakes | residencyRequirement: county_name 'allegany' -> Western New York | residencyRequirement: county_name 'genesee' -> Finger Lakes | residencyRequirement: county_name 'ontario' -> Finger Lakes | residencyRequirement: county_name 'orleans' -> Finger Lakes | residencyRequirement: county_name 'steuben' -> Southern Tier | residencyRequirement: county_name 'monroe' -> Finger Lakes | residencyRequirement: county_name 'seneca' -> Finger Lakes | residencyRequirement: county_name 'wayne' -> Finger Lakes | allRequirements: county 'yates county' -> Finger Lakes | allRequirements: county_name 'livingston' -> Finger Lakes | allRequirements: county_name 'allegany' -> Western New York | allRequirements: county_name 'genesee' -> Finger Lakes | allRequirements: county_name 'ontario' -> Finger Lakes | allRequirements: county_name 'orleans' -> Finger Lakes | allRequirements: county_name 'steuben' -> Southern Tier | allRequirements: county_name 'monroe' -> Finger Lakes | allRequirements: county_name 'seneca' -> Finger Lakes | allRequirements: county_name 'wayne' -> Finger Lakes
https://dol.ny.gov/news/rochester-electrical-jatc-lu-86-1,"[""Finger Lakes"", ""New York City""]",residencyRequirement: county_name 'livingston' -> Finger Lakes | residencyRequirement: county_name 'genesee' -> Finger Lakes | residencyRequirement: county_name 'ontario' -> Finger Lakes | residencyRequirement: county_name 'orleans' -> Finger Lakes | residencyRequirement: county_name 'wyoming' -> Finger Lakes | residencyRequirement: county_name 'monroe' -> Finger Lakes | residencyRequirement: county_name 'wayne' -> Finger Lakes | allRequirements: county 'livingston county' -> Finger Lakes | allRequirements: county 'genesee county' -> Finger Lakes | allRequirements: county 'ontario county' -> Finger Lakes | allRequirements: county 'orleans county' -> Finger Lakes | allRequirements: county 'wyoming county' -> Finger Lakes | allRequirements: county 'monroe county' -> Finger Lakes | allRequirements: county 'wayne county' -> Finger Lakes | allRequirements: county_name 'richmond' -> New York City | allRequirements: county_name 'genesee' -> Finger Lakes | allRequirements: county_name 'ontario' -> Finger Lakes
https://dol.ny.gov/news/rochester-laborers-lu-435-jatc,"[""Finger Lakes""]",locationSummary: alias 'rochester' -> Finger Lakes
https://dol.ny.gov/news/rondout-electric-inc,"[""Hudson Valley""]",locationSummary: locality 'highland' -> Hudson Valley
https://dol.ny.gov/news/roofers-jac-capital-district-local-241,"[""Capital Region"", ""Mohawk Valley"", ""North Country""]",locationSummary: region 'capital district' -> Capital Region | locationSummary: region 'mohawk valley' -> Mohawk Valley | locationSummary: region 'north country' -> North Country
https://dol.ny.gov/news/roofers-jac-syracuse-local-195-0,"[""Central New York"", ""Finger Lakes"", ""Mohawk Valley"", ""North Country""]",locationSummary: region 'mohawk valley' -> Mohawk Valley | locationSummary: region 'north country' -> North Country | locationSummary: region 'finger lakes' -> Finger Lakes | locationSummary: region 'central' -> Central New York
https://dol.ny.gov/news/roofers-local-203-jac-0,"[""Southern Tier""]",locationSummary: alias 'binghamton' -> Southern Tier
https://dol.ny.gov/news/roofing-industry-jatc-rochester-local-22-0,"[""Finger Lakes""]",residencyRequirement: county_name 'livingston' -> Finger Lakes | residencyRequirement: county_name 'ontario' -> Finger Lakes | residencyRequirement: county_name 'monroe' -> Finger Lakes | residencyRequirement: county_name 'wayne' -> Finger Lakes | residencyRequirement: county_name 'yates' -> Finger Lakes | allRequirements: county_name 'livingston' -> Finger Lakes | allRequirements: county_name 'ontario' -> Finger Lakes | allRequirements: county_name 'monroe' -> Finger Lakes | allRequirements: county_name 'wayne' -> Finger Lakes | allRequirements: county_name 'yates' -> Finger Lakes
https://dol.ny.gov/news/sheet-metal-jatc-rochester-lu-46-0,"[""Finger Lakes""]",residencyRequirement: county_name 'livingston' -> Finger Lakes | residencyRequirement: county_name 'ontario' -> Finger Lakes | residencyRequirement: county_name 'monroe' -> Finger Lakes | residencyRequirement: county_name 'seneca' -> Finger Lakes | residencyRequirement: county_name 'wayne' -> Finger Lakes | residencyRequirement: county_name 'yates' -> Finger Lakes | allRequirements: county_name 'livingston' -> Finger Lakes | allRequirements: county_name 'ontario' -> Finger Lakes | allRequirements: county_name 'monroe' -> Finger Lakes | allRequirements: county_name 'seneca' -> Finger Lakes | allRequirements: county_name 'wayne' -> Finger Lakes | allRequirements: county_name 'yates' -> Finger Lakes
https://dol.ny.gov/news/sheetmetal-workers-jac-syracuse-58,"[""Central New York"", ""Mohawk Valley"", ""North Country"", ""Southern Tier""]",locationSummary: region 'mohawk valley' -> Mohawk Valley | locationSummary: region 'north country' -> North Country | locationSummary: region 'southern tier' -> Southern Tier | locationSummary: region 'central' -> Central New York
https://dol.ny.gov/news/sheetmetal-workers-jac-syracuse-58-0,"[""Central New York"", ""Mohawk Valley"", ""North Country"", ""Southern Tier""]",locationSummary: region 'mohawk valley' -> Mohawk Valley | locationSummary: region 'north country' -> North Country | locationSummary: region 'southern tier' -> Southern Tier | locationSummary: region 'central' -> Central New York
https://dol.ny.gov/news/southern-tier-laborers-local-621-0,"[""Western New York""]",allRequirements: county_name 'cattaraugus' -> Western New York | allRequirements: county_name 'chautauqua' -> Western New York | allRequirements: county_name 'allegany' -> Western New York
https://dol.ny.gov/news/united-union-roofers-waterproofers-jac-lu-154-0,"[""Long Island""]",residencyRequirement: county_name 'suffolk' -> Long Island | residencyRequirement: county_name 'nassau' -> Long Island | allRequirements: county_name 'suffolk' -> Long Island | allRequirements: county_name 'nassau' -> Long Island
https://dol.ny.gov/news/usis-electric-inc,"[""Hudson Valley"", ""Long Island"", ""New York City""]",locationSummary: region 'new york city' -> New York City | locationSummary: region 'hudson valley' -> Hudson Valley | locationSummary: region 'long island' -> Long Island | residencyRequirement: county_name 'westchester' -> Hudson Valley | residencyRequirement: county_name 'rockland' -> Hudson Valley | residencyRequirement: county_name 'orange' -> Hudson Valley | residencyRequirement: county_name 'putnam' -> Hudson Valley | allRequirements: county_name 'westchester' -> Hudson Valley | allRequirements: county_name 'rockland' -> Hudson Valley | allRequirements: county_name 'orange' -> Hudson Valley | allRequirements: county_name 'putnam' -> Hudson Valley
https://dol.ny.gov/news/westchester-fairfield-jeatc-lu-3-ibew-0,"[""Hudson Valley""]",locationSummary: alias 'white plains' -> Hudson Valley
https://dol.ny.gov/news/westchester-fairfield-jeatc-lu-3-ibew-1,"[""Hudson Valley""]",locationSummary: alias 'white plains' -> Hudson Valley
